row_index,datetime,contract,option_type,strike,final_prediction,edge,edge_reason,source,selected_model,bandwidth,loo_mse,n_train,used_cols,edge_side,edge_block_size,edge_position_in_block
409,14-01-2026 12:05,NIFTY27JAN2624400PE,PE,24400,0.15888447219855004,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.3755258040443765e-06,12,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
409,14-01-2026 12:05,NIFTY27JAN2624600PE,PE,24600,0.14580758086305748,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.3755258040443765e-06,12,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
410,14-01-2026 12:10,NIFTY27JAN2625900CE,CE,25900,0.09182735566661232,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.2577361263811624e-05,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
410,14-01-2026 12:10,NIFTY27JAN2626300CE,CE,26300,0.09518555082084923,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.2577361263811624e-05,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
410,14-01-2026 12:10,NIFTY27JAN2624400PE,PE,24400,0.15703592340504607,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,7.91220231554052e-07,9,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE,,,
410,14-01-2026 12:10,NIFTY27JAN2624600PE,PE,24600,0.14366709424503984,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,7.91220231554052e-07,9,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE,,,
410,14-01-2026 12:10,NIFTY27JAN2624800PE,PE,24800,0.13139465825711,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,7.91220231554052e-07,9,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE,,,
410,14-01-2026 12:10,NIFTY27JAN2624900PE,PE,24900,0.1258472733941712,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,7.91220231554052e-07,9,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE,,,
410,14-01-2026 12:10,NIFTY27JAN2625100PE,PE,25100,0.11548794958425392,True,edge_no_right_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,1.361591794674621e-07,9,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE,right,1.0,0.0
411,14-01-2026 12:15,NIFTY27JAN2626500CE,CE,26500,0.10426000660509635,True,edge_no_right_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,4.921217235332142e-07,13,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE,right,1.0,0.0
411,14-01-2026 12:15,NIFTY27JAN2624200PE,PE,24200,0.1683335828073831,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,2.7920596675975367e-07,12,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
411,14-01-2026 12:15,NIFTY27JAN2624800PE,PE,24800,0.1287171377633673,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,2.7920596675975367e-07,12,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
412,14-01-2026 12:20,NIFTY27JAN2625300CE,CE,25300,0.10158259477820943,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,8.244784270931723e-07,12,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
412,14-01-2026 12:20,NIFTY27JAN2626400CE,CE,26400,0.09741608387214593,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,8.244784270931723e-07,12,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
412,14-01-2026 12:20,NIFTY27JAN2623900PE,PE,23900,0.19183325596258924,True,edge_no_left_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,8.729422907038742e-08,12,NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,left,2.0,0.0
412,14-01-2026 12:20,NIFTY27JAN2623800PE,PE,23800,0.1986789348020902,True,edge_no_left_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,8.057928837266531e-08,13,NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE|NIFTY27JAN2623900PE*as_xy,left,2.0,1.0
413,14-01-2026 12:25,NIFTY27JAN2625400CE,CE,25400,0.0972030572397344,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.5437162759360427e-05,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
413,14-01-2026 12:25,NIFTY27JAN2625500CE,CE,25500,0.0954620426579876,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.5437162759360427e-05,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
413,14-01-2026 12:25,NIFTY27JAN2625900CE,CE,25900,0.09179767709272121,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.5437162759360427e-05,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
413,14-01-2026 12:25,NIFTY27JAN2624500PE,PE,24500,0.15092196087394688,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,2.8361134486999007e-07,13,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
414,14-01-2026 12:30,NIFTY27JAN2625800CE,CE,25800,0.09642783158942055,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,7e-05,1.8144421569966302e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626500CE,,,
414,14-01-2026 12:30,NIFTY27JAN2626300CE,CE,26300,0.09601069748548953,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,7e-05,1.8144421569966302e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626500CE,,,
414,14-01-2026 12:30,NIFTY27JAN2626400CE,CE,26400,0.09838188323480386,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,7e-05,1.8144421569966302e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626500CE,,,
414,14-01-2026 12:30,NIFTY27JAN2623900PE,PE,23900,0.1905361362649933,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,2.5722418008663325e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
414,14-01-2026 12:30,NIFTY27JAN2624300PE,PE,24300,0.16398314372249445,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,2.5722418008663325e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
414,14-01-2026 12:30,NIFTY27JAN2624900PE,PE,24900,0.1253650024874441,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,2.5722418008663325e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
415,14-01-2026 12:35,NIFTY27JAN2625300CE,CE,25300,0.1054614063479254,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,2.144923009840859e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
415,14-01-2026 12:35,NIFTY27JAN2625500CE,CE,25500,0.10012581741206741,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,2.144923009840859e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
415,14-01-2026 12:35,NIFTY27JAN2625900CE,CE,25900,0.09401651751719331,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,2.144923009840859e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
415,14-01-2026 12:35,NIFTY27JAN2623900PE,PE,23900,0.19105544153378007,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,2.4738766108790665e-07,13,NIFTY27JAN2623800PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
417,14-01-2026 12:45,NIFTY27JAN2625600CE,CE,25600,0.095747162258036,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.2430168441536638e-05,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
417,14-01-2026 12:45,NIFTY27JAN2625700CE,CE,25700,0.09370319798152878,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.2430168441536638e-05,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
418,14-01-2026 12:50,NIFTY27JAN2626300CE,CE,26300,0.09534608154652285,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,6.856109648286073e-06,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626400CE,,,
418,14-01-2026 12:50,NIFTY27JAN2626500CE,CE,26500,0.10051913778126606,True,edge_no_right_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,1.696756871416445e-06,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626400CE,right,1.0,0.0
418,14-01-2026 12:50,NIFTY27JAN2624900PE,PE,24900,0.12448828965391395,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.00015,2.167503233130774e-07,13,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
419,14-01-2026 12:55,NIFTY27JAN2623900PE,PE,23900,0.1883427227556748,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.00015,2.7877033809870545e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
419,14-01-2026 12:55,NIFTY27JAN2624300PE,PE,24300,0.16199231999625704,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.00015,2.7877033809870545e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
419,14-01-2026 12:55,NIFTY27JAN2625000PE,PE,25000,0.1182091483372814,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.00015,2.7877033809870545e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
420,14-01-2026 13:00,NIFTY27JAN2625400CE,CE,25400,0.09816568695476152,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,4.070302792132054e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626400CE,,,
420,14-01-2026 13:00,NIFTY27JAN2625700CE,CE,25700,0.09459129082087304,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,4.070302792132054e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626400CE,,,
420,14-01-2026 13:00,NIFTY27JAN2625800CE,CE,25800,0.09319130074807647,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,4.070302792132054e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626400CE,,,
420,14-01-2026 13:00,NIFTY27JAN2626200CE,CE,26200,0.09345180873275177,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,4.070302792132054e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626400CE,,,
420,14-01-2026 13:00,NIFTY27JAN2626300CE,CE,26300,0.09510330209694888,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,4.070302792132054e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626400CE,,,
420,14-01-2026 13:00,NIFTY27JAN2626500CE,CE,26500,0.1000986211015674,True,edge_no_right_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,7.956895916726224e-07,8,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626400CE,right,1.0,0.0
420,14-01-2026 13:00,NIFTY27JAN2624700PE,PE,24700,0.13653352717612874,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,1.2260940609763926e-07,13,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
421,14-01-2026 13:05,NIFTY27JAN2625800CE,CE,25800,0.09600221109036304,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,1.503268715360033e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
421,14-01-2026 13:05,NIFTY27JAN2626200CE,CE,26200,0.09472952551486141,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,1.503268715360033e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
421,14-01-2026 13:05,NIFTY27JAN2626300CE,CE,26300,0.09620495222553735,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,1.503268715360033e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
421,14-01-2026 13:05,NIFTY27JAN2624000PE,PE,24000,0.18209459636434894,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.1698957414672138e-06,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
421,14-01-2026 13:05,NIFTY27JAN2624400PE,PE,24400,0.155505070364571,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.1698957414672138e-06,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
421,14-01-2026 13:05,NIFTY27JAN2624800PE,PE,24800,0.12998206475658688,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.1698957414672138e-06,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
421,14-01-2026 13:05,NIFTY27JAN2624900PE,PE,24900,0.12400249315815948,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.1698957414672138e-06,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
