row_index,datetime,contract,option_type,strike,date,method,a,pred_t,pred_cross_section,final_prediction
438,14-01-2026 14:30,NIFTY27JAN2626000CE,CE,26000,2026-01-14,pre27_cross_only,0.0,,0.09837438507553821,0.09837438507553821
438,14-01-2026 14:30,NIFTY27JAN2626100CE,CE,26100,2026-01-14,pre27_cross_only,0.0,,0.10131559826620136,0.10131559826620136
438,14-01-2026 14:30,NIFTY27JAN2626400CE,CE,26400,2026-01-14,pre27_cross_only,0.0,,0.10756645669980217,0.10756645669980217
438,14-01-2026 14:30,NIFTY27JAN2626500CE,CE,26500,2026-01-14,pre27_cross_only,0.0,,0.11130297192671304,0.11130297192671304
438,14-01-2026 14:30,NIFTY27JAN2623900PE,PE,23900,2026-01-14,pre27_cross_only,0.0,,0.18067693655991388,0.18067693655991388
438,14-01-2026 14:30,NIFTY27JAN2624300PE,PE,24300,2026-01-14,pre27_cross_only,0.0,,0.15476700428077206,0.15476700428077206
438,14-01-2026 14:30,NIFTY27JAN2624500PE,PE,24500,2026-01-14,pre27_cross_only,0.0,,0.1415296591004872,0.1415296591004872
438,14-01-2026 14:30,NIFTY27JAN2625000PE,PE,25000,2026-01-14,pre27_cross_only,0.0,,0.11325585778597905,0.11325585778597905
438,14-01-2026 14:30,NIFTY27JAN2625100PE,PE,25100,2026-01-14,pre27_cross_only,0.0,,0.10834217522590686,0.10834217522590686
439,14-01-2026 14:35,NIFTY27JAN2625500CE,CE,25500,2026-01-14,pre27_cross_only,0.0,,0.10729496929555538,0.10729496929555538
439,14-01-2026 14:35,NIFTY27JAN2625900CE,CE,25900,2026-01-14,pre27_cross_only,0.0,,0.0993274490291185,0.0993274490291185
439,14-01-2026 14:35,NIFTY27JAN2626400CE,CE,26400,2026-01-14,pre27_cross_only,0.0,,0.10759390886452636,0.10759390886452636
439,14-01-2026 14:35,NIFTY27JAN2624000PE,PE,24000,2026-01-14,pre27_cross_only,0.0,,0.17427629958211407,0.17427629958211407
439,14-01-2026 14:35,NIFTY27JAN2624300PE,PE,24300,2026-01-14,pre27_cross_only,0.0,,0.15449256589931723,0.15449256589931723
440,14-01-2026 14:40,NIFTY27JAN2625400CE,CE,25400,2026-01-14,pre27_cross_only,0.0,,0.10641997330837683,0.10641997330837683
440,14-01-2026 14:40,NIFTY27JAN2625800CE,CE,25800,2026-01-14,pre27_cross_only,0.0,,0.09696277298252909,0.09696277298252909
440,14-01-2026 14:40,NIFTY27JAN2624300PE,PE,24300,2026-01-14,pre27_cross_only,0.0,,0.15794312044587344,0.15794312044587344
440,14-01-2026 14:40,NIFTY27JAN2624400PE,PE,24400,2026-01-14,pre27_cross_only,0.0,,0.15071272036587777,0.15071272036587777
440,14-01-2026 14:40,NIFTY27JAN2624500PE,PE,24500,2026-01-14,pre27_cross_only,0.0,,0.14337126749758733,0.14337126749758733
440,14-01-2026 14:40,NIFTY27JAN2624700PE,PE,24700,2026-01-14,pre27_cross_only,0.0,,0.13155153382162582,0.13155153382162582
440,14-01-2026 14:40,NIFTY27JAN2624800PE,PE,24800,2026-01-14,pre27_cross_only,0.0,,0.12540391566321213,0.12540391566321213
440,14-01-2026 14:40,NIFTY27JAN2625000PE,PE,25000,2026-01-14,pre27_cross_only,0.0,,0.11428273116753945,0.11428273116753945
441,14-01-2026 14:45,NIFTY27JAN2625400CE,CE,25400,2026-01-14,pre27_cross_only,0.0,,0.09790516247384495,0.09790516247384495
441,14-01-2026 14:45,NIFTY27JAN2625500CE,CE,25500,2026-01-14,pre27_cross_only,0.0,,0.09629975399529656,0.09629975399529656
441,14-01-2026 14:45,NIFTY27JAN2625800CE,CE,25800,2026-01-14,pre27_cross_only,0.0,,0.09434469796475398,0.09434469796475398
441,14-01-2026 14:45,NIFTY27JAN2626100CE,CE,26100,2026-01-14,pre27_cross_only,0.0,,0.09668139604186976,0.09668139604186976
441,14-01-2026 14:45,NIFTY27JAN2626200CE,CE,26200,2026-01-14,pre27_cross_only,0.0,,0.09841401853594434,0.09841401853594434
441,14-01-2026 14:45,NIFTY27JAN2626300CE,CE,26300,2026-01-14,pre27_cross_only,0.0,,0.10062350259753394,0.10062350259753394
441,14-01-2026 14:45,NIFTY27JAN2624500PE,PE,24500,2026-01-14,pre27_cross_only,0.0,,0.14666924689895075,0.14666924689895075
441,14-01-2026 14:45,NIFTY27JAN2624800PE,PE,24800,2026-01-14,pre27_cross_only,0.0,,0.1279535618361718,0.1279535618361718
441,14-01-2026 14:45,NIFTY27JAN2625100PE,PE,25100,2026-01-14,pre27_cross_only,0.0,,0.11099398224348085,0.11099398224348085
442,14-01-2026 14:50,NIFTY27JAN2625200CE,CE,25200,2026-01-14,pre27_cross_only,0.0,,0.10224354473739045,0.10224354473739045
442,14-01-2026 14:50,NIFTY27JAN2625700CE,CE,25700,2026-01-14,pre27_cross_only,0.0,,0.09479358389715445,0.09479358389715445
442,14-01-2026 14:50,NIFTY27JAN2625800CE,CE,25800,2026-01-14,pre27_cross_only,0.0,,0.09384415947789389,0.09384415947789389
442,14-01-2026 14:50,NIFTY27JAN2626300CE,CE,26300,2026-01-14,pre27_cross_only,0.0,,0.09922037305479231,0.09922037305479231
442,14-01-2026 14:50,NIFTY27JAN2624400PE,PE,24400,2026-01-14,pre27_cross_only,0.0,,0.1529402524292747,0.1529402524292747
442,14-01-2026 14:50,NIFTY27JAN2624600PE,PE,24600,2026-01-14,pre27_cross_only,0.0,,0.14004119936295573,0.14004119936295573
442,14-01-2026 14:50,NIFTY27JAN2624900PE,PE,24900,2026-01-14,pre27_cross_only,0.0,,0.12226532022018718,0.12226532022018718
443,14-01-2026 14:55,NIFTY27JAN2625300CE,CE,25300,2026-01-14,pre27_cross_only,0.0,,0.09640835202386105,0.09640835202386105
443,14-01-2026 14:55,NIFTY27JAN2625400CE,CE,25400,2026-01-14,pre27_cross_only,0.0,,0.09385876837864604,0.09385876837864604
443,14-01-2026 14:55,NIFTY27JAN2625600CE,CE,25600,2026-01-14,pre27_cross_only,0.0,,0.09099326046503685,0.09099326046503685
443,14-01-2026 14:55,NIFTY27JAN2626400CE,CE,26400,2026-01-14,pre27_cross_only,0.0,,0.10053585383502933,0.10053585383502933
443,14-01-2026 14:55,NIFTY27JAN2624100PE,PE,24100,2026-01-14,pre27_cross_only,0.0,,0.17220289327499064,0.17220289327499064
443,14-01-2026 14:55,NIFTY27JAN2624200PE,PE,24200,2026-01-14,pre27_cross_only,0.0,,0.1647892324608077,0.1647892324608077
443,14-01-2026 14:55,NIFTY27JAN2624600PE,PE,24600,2026-01-14,pre27_cross_only,0.0,,0.14014140605802078,0.14014140605802078
443,14-01-2026 14:55,NIFTY27JAN2624800PE,PE,24800,2026-01-14,pre27_cross_only,0.0,,0.12769077961441122,0.12769077961441122
443,14-01-2026 14:55,NIFTY27JAN2625100PE,PE,25100,2026-01-14,pre27_cross_only,0.0,,0.11087908039460803,0.11087908039460803
444,14-01-2026 15:00,NIFTY27JAN2625800CE,CE,25800,2026-01-14,pre27_cross_only,0.0,,0.0962230026177998,0.0962230026177998
444,14-01-2026 15:00,NIFTY27JAN2624300PE,PE,24300,2026-01-14,pre27_cross_only,0.0,,0.15658922336341313,0.15658922336341313
444,14-01-2026 15:00,NIFTY27JAN2624700PE,PE,24700,2026-01-14,pre27_cross_only,0.0,,0.13170816060779444,0.13170816060779444
445,14-01-2026 15:05,NIFTY27JAN2626300CE,CE,26300,2026-01-14,pre27_cross_only,0.0,,0.09941836137295935,0.09941836137295935
445,14-01-2026 15:05,NIFTY27JAN2623900PE,PE,23900,2026-01-14,pre27_cross_only,0.0,,0.18420573310918584,0.18420573310918584
445,14-01-2026 15:05,NIFTY27JAN2624400PE,PE,24400,2026-01-14,pre27_cross_only,0.0,,0.15241442194814883,0.15241442194814883
445,14-01-2026 15:05,NIFTY27JAN2624800PE,PE,24800,2026-01-14,pre27_cross_only,0.0,,0.12879810781394704,0.12879810781394704
446,14-01-2026 15:10,NIFTY27JAN2625500CE,CE,25500,2026-01-14,pre27_cross_only,0.0,,0.09544699860054233,0.09544699860054233
446,14-01-2026 15:10,NIFTY27JAN2626200CE,CE,26200,2026-01-14,pre27_cross_only,0.0,,0.09891885204881523,0.09891885204881523
446,14-01-2026 15:10,NIFTY27JAN2624100PE,PE,24100,2026-01-14,pre27_cross_only,0.0,,0.1694462763552638,0.1694462763552638
446,14-01-2026 15:10,NIFTY27JAN2624500PE,PE,24500,2026-01-14,pre27_cross_only,0.0,,0.14439899817607638,0.14439899817607638
446,14-01-2026 15:10,NIFTY27JAN2624900PE,PE,24900,2026-01-14,pre27_cross_only,0.0,,0.12226951033401906,0.12226951033401906
447,14-01-2026 15:15,NIFTY27JAN2625500CE,CE,25500,2026-01-14,pre27_cross_only,0.0,,0.10225331733493093,0.10225331733493093
447,14-01-2026 15:15,NIFTY27JAN2625900CE,CE,25900,2026-01-14,pre27_cross_only,0.0,,0.09783881492701596,0.09783881492701596
447,14-01-2026 15:15,NIFTY27JAN2626100CE,CE,26100,2026-01-14,pre27_cross_only,0.0,,0.09926579876763952,0.09926579876763952
447,14-01-2026 15:15,NIFTY27JAN2624400PE,PE,24400,2026-01-14,pre27_cross_only,0.0,,0.1491199208269253,0.1491199208269253
447,14-01-2026 15:15,NIFTY27JAN2624700PE,PE,24700,2026-01-14,pre27_cross_only,0.0,,0.13095083837933483,0.13095083837933483
447,14-01-2026 15:15,NIFTY27JAN2625100PE,PE,25100,2026-01-14,pre27_cross_only,0.0,,0.11076135281476603,0.11076135281476603
448,14-01-2026 15:20,NIFTY27JAN2626100CE,CE,26100,2026-01-14,pre27_cross_only,0.0,,0.10058773536208676,0.10058773536208676
448,14-01-2026 15:20,NIFTY27JAN2626300CE,CE,26300,2026-01-14,pre27_cross_only,0.0,,0.10396420024500586,0.10396420024500586
448,14-01-2026 15:20,NIFTY27JAN2626400CE,CE,26400,2026-01-14,pre27_cross_only,0.0,,0.10660759662894392,0.10660759662894392
448,14-01-2026 15:20,NIFTY27JAN2624500PE,PE,24500,2026-01-14,pre27_cross_only,0.0,,0.14343587683526954,0.14343587683526954
448,14-01-2026 15:20,NIFTY27JAN2624800PE,PE,24800,2026-01-14,pre27_cross_only,0.0,,0.12575778285194836,0.12575778285194836
449,14-01-2026 15:25,NIFTY27JAN2625200CE,CE,25200,2026-01-14,pre27_cross_only,0.0,,0.12773012994559085,0.12773012994559085
449,14-01-2026 15:25,NIFTY27JAN2626400CE,CE,26400,2026-01-14,pre27_cross_only,0.0,,0.10800584792232226,0.10800584792232226
449,14-01-2026 15:25,NIFTY27JAN2626500CE,CE,26500,2026-01-14,pre27_cross_only,0.0,,0.11250127836568401,0.11250127836568401
449,14-01-2026 15:25,NIFTY27JAN2623900PE,PE,23900,2026-01-14,pre27_cross_only,0.0,,0.18427940957681324,0.18427940957681324
449,14-01-2026 15:25,NIFTY27JAN2624600PE,PE,24600,2026-01-14,pre27_cross_only,0.0,,0.1393764904055205,0.1393764904055205
449,14-01-2026 15:25,NIFTY27JAN2625100PE,PE,25100,2026-01-14,pre27_cross_only,0.0,,0.11133273567888313,0.11133273567888313
450,16-01-2026 09:15,NIFTY27JAN2626000CE,CE,26000,2026-01-16,pre27_cross_only,0.0,,0.10601821489835209,0.10601821489835209
450,16-01-2026 09:15,NIFTY27JAN2626100CE,CE,26100,2026-01-16,pre27_cross_only,0.0,,0.10519249488894868,0.10519249488894868
450,16-01-2026 09:15,NIFTY27JAN2624100PE,PE,24100,2026-01-16,pre27_cross_only,0.0,,0.17890261045748818,0.17890261045748818
450,16-01-2026 09:15,NIFTY27JAN2624200PE,PE,24200,2026-01-16,pre27_cross_only,0.0,,0.1709543071120834,0.1709543071120834
450,16-01-2026 09:15,NIFTY27JAN2624300PE,PE,24300,2026-01-16,pre27_cross_only,0.0,,0.16308927087112066,0.16308927087112066
450,16-01-2026 09:15,NIFTY27JAN2624800PE,PE,24800,2026-01-16,pre27_cross_only,0.0,,0.13132684963109098,0.13132684963109098
450,16-01-2026 09:15,NIFTY27JAN2625000PE,PE,25000,2026-01-16,pre27_cross_only,0.0,,0.11896693512942311,0.11896693512942311
451,16-01-2026 09:20,NIFTY27JAN2625200CE,CE,25200,2026-01-16,pre27_cross_only,0.0,,0.14122866602208006,0.14122866602208006
451,16-01-2026 09:20,NIFTY27JAN2625400CE,CE,25400,2026-01-16,pre27_cross_only,0.0,,0.11169693487362692,0.11169693487362692
451,16-01-2026 09:20,NIFTY27JAN2625700CE,CE,25700,2026-01-16,pre27_cross_only,0.0,,0.10126859218959401,0.10126859218959401
451,16-01-2026 09:20,NIFTY27JAN2626000CE,CE,26000,2026-01-16,pre27_cross_only,0.0,,0.09750472183407738,0.09750472183407738
451,16-01-2026 09:20,NIFTY27JAN2624100PE,PE,24100,2026-01-16,pre27_cross_only,0.0,,0.1783810697690194,0.1783810697690194
451,16-01-2026 09:20,NIFTY27JAN2624400PE,PE,24400,2026-01-16,pre27_cross_only,0.0,,0.15770502868700093,0.15770502868700093
451,16-01-2026 09:20,NIFTY27JAN2624600PE,PE,24600,2026-01-16,pre27_cross_only,0.0,,0.14450293027890385,0.14450293027890385
451,16-01-2026 09:20,NIFTY27JAN2625000PE,PE,25000,2026-01-16,pre27_cross_only,0.0,,0.1207672644259687,0.1207672644259687
452,16-01-2026 09:25,NIFTY27JAN2625300CE,CE,25300,2026-01-16,pre27_cross_only,0.0,,0.12973537396118928,0.12973537396118928
452,16-01-2026 09:25,NIFTY27JAN2625600CE,CE,25600,2026-01-16,pre27_cross_only,0.0,,0.11107781163431696,0.11107781163431696
452,16-01-2026 09:25,NIFTY27JAN2626300CE,CE,26300,2026-01-16,pre27_cross_only,0.0,,0.10101449341052415,0.10101449341052415
452,16-01-2026 09:25,NIFTY27JAN2626500CE,CE,26500,2026-01-16,pre27_cross_only,0.0,,0.10498262216975088,0.10498262216975088
452,16-01-2026 09:25,NIFTY27JAN2624600PE,PE,24600,2026-01-16,pre27_cross_only,0.0,,0.14146989431324059,0.14146989431324059
452,16-01-2026 09:25,NIFTY27JAN2624700PE,PE,24700,2026-01-16,pre27_cross_only,0.0,,0.13422756661966745,0.13422756661966745
453,16-01-2026 09:30,NIFTY27JAN2625500CE,CE,25500,2026-01-16,pre27_cross_only,0.0,,0.10549596588327013,0.10549596588327013
453,16-01-2026 09:30,NIFTY27JAN2625700CE,CE,25700,2026-01-16,pre27_cross_only,0.0,,0.09937561597861036,0.09937561597861036
453,16-01-2026 09:30,NIFTY27JAN2625900CE,CE,25900,2026-01-16,pre27_cross_only,0.0,,0.09604829094750456,0.09604829094750456
453,16-01-2026 09:30,NIFTY27JAN2626000CE,CE,26000,2026-01-16,pre27_cross_only,0.0,,0.09528720025953734,0.09528720025953734
453,16-01-2026 09:30,NIFTY27JAN2623800PE,PE,23800,2026-01-16,pre27_cross_only,0.0,,0.19686485472198048,0.19686485472198048
453,16-01-2026 09:30,NIFTY27JAN2624300PE,PE,24300,2026-01-16,pre27_cross_only,0.0,,0.15925924924730175,0.15925924924730175
453,16-01-2026 09:30,NIFTY27JAN2624400PE,PE,24400,2026-01-16,pre27_cross_only,0.0,,0.1523762161136571,0.1523762161136571
453,16-01-2026 09:30,NIFTY27JAN2624900PE,PE,24900,2026-01-16,pre27_cross_only,0.0,,0.12241978093060689,0.12241978093060689
453,16-01-2026 09:30,NIFTY27JAN2625100PE,PE,25100,2026-01-16,pre27_cross_only,0.0,,0.11176897537763918,0.11176897537763918
454,16-01-2026 09:35,NIFTY27JAN2626300CE,CE,26300,2026-01-16,pre27_cross_only,0.0,,0.09847205293955576,0.09847205293955576
454,16-01-2026 09:35,NIFTY27JAN2626400CE,CE,26400,2026-01-16,pre27_cross_only,0.0,,0.10119956953596153,0.10119956953596153
454,16-01-2026 09:35,NIFTY27JAN2624100PE,PE,24100,2026-01-16,pre27_cross_only,0.0,,0.17393655615763975,0.17393655615763975
454,16-01-2026 09:35,NIFTY27JAN2624200PE,PE,24200,2026-01-16,pre27_cross_only,0.0,,0.16546001385774284,0.16546001385774284
454,16-01-2026 09:35,NIFTY27JAN2624800PE,PE,24800,2026-01-16,pre27_cross_only,0.0,,0.12766292284852698,0.12766292284852698
454,16-01-2026 09:35,NIFTY27JAN2625100PE,PE,25100,2026-01-16,pre27_cross_only,0.0,,0.10854165014169403,0.10854165014169403
455,16-01-2026 09:40,NIFTY27JAN2625900CE,CE,25900,2026-01-16,pre27_cross_only,0.0,,0.10374033812948093,0.10374033812948093
455,16-01-2026 09:40,NIFTY27JAN2626500CE,CE,26500,2026-01-16,pre27_cross_only,0.0,,0.10505521814018583,0.10505521814018583
455,16-01-2026 09:40,NIFTY27JAN2624200PE,PE,24200,2026-01-16,pre27_cross_only,0.0,,0.16569829155078367,0.16569829155078367
455,16-01-2026 09:40,NIFTY27JAN2624300PE,PE,24300,2026-01-16,pre27_cross_only,0.0,,0.15837313067075182,0.15837313067075182
456,16-01-2026 09:45,NIFTY27JAN2625400CE,CE,25400,2026-01-16,pre27_cross_only,0.0,,0.1245773023999897,0.1245773023999897
456,16-01-2026 09:45,NIFTY27JAN2626000CE,CE,26000,2026-01-16,pre27_cross_only,0.0,,0.10210562066993442,0.10210562066993442
456,16-01-2026 09:45,NIFTY27JAN2626100CE,CE,26100,2026-01-16,pre27_cross_only,0.0,,0.10059223971587568,0.10059223971587568
456,16-01-2026 09:45,NIFTY27JAN2623900PE,PE,23900,2026-01-16,pre27_cross_only,0.0,,0.18971021683454878,0.18971021683454878
456,16-01-2026 09:45,NIFTY27JAN2624500PE,PE,24500,2026-01-16,pre27_cross_only,0.0,,0.14667084367576214,0.14667084367576214
456,16-01-2026 09:45,NIFTY27JAN2624800PE,PE,24800,2026-01-16,pre27_cross_only,0.0,,0.1268373539717453,0.1268373539717453
456,16-01-2026 09:45,NIFTY27JAN2624900PE,PE,24900,2026-01-16,pre27_cross_only,0.0,,0.11926777415604888,0.11926777415604888
457,16-01-2026 09:50,NIFTY27JAN2625500CE,CE,25500,2026-01-16,pre27_cross_only,0.0,,0.11285861273545851,0.11285861273545851
457,16-01-2026 09:50,NIFTY27JAN2625600CE,CE,25600,2026-01-16,pre27_cross_only,0.0,,0.10811538600550483,0.10811538600550483
457,16-01-2026 09:50,NIFTY27JAN2625700CE,CE,25700,2026-01-16,pre27_cross_only,0.0,,0.10414527102695885,0.10414527102695885
457,16-01-2026 09:50,NIFTY27JAN2625800CE,CE,25800,2026-01-16,pre27_cross_only,0.0,,0.10097481923811584,0.10097481923811584
457,16-01-2026 09:50,NIFTY27JAN2626000CE,CE,26000,2026-01-16,pre27_cross_only,0.0,,0.09712201524666854,0.09712201524666854
457,16-01-2026 09:50,NIFTY27JAN2626200CE,CE,26200,2026-01-16,pre27_cross_only,0.0,,0.09659692311484389,0.09659692311484389
457,16-01-2026 09:50,NIFTY27JAN2623900PE,PE,23900,2026-01-16,pre27_cross_only,0.0,,0.19243883695653313,0.19243883695653313
457,16-01-2026 09:50,NIFTY27JAN2624200PE,PE,24200,2026-01-16,pre27_cross_only,0.0,,0.1710130827216897,0.1710130827216897
457,16-01-2026 09:50,NIFTY27JAN2624900PE,PE,24900,2026-01-16,pre27_cross_only,0.0,,0.12210087835667686,0.12210087835667686
458,16-01-2026 09:55,NIFTY27JAN2625300CE,CE,25300,2026-01-16,pre27_cross_only,0.0,,0.11487922786151858,0.11487922786151858
458,16-01-2026 09:55,NIFTY27JAN2625400CE,CE,25400,2026-01-16,pre27_cross_only,0.0,,0.11007350567283715,0.11007350567283715
458,16-01-2026 09:55,NIFTY27JAN2625500CE,CE,25500,2026-01-16,pre27_cross_only,0.0,,0.10585641100412788,0.10585641100412788
458,16-01-2026 09:55,NIFTY27JAN2625700CE,CE,25700,2026-01-16,pre27_cross_only,0.0,,0.09924136475137435,0.09924136475137435
458,16-01-2026 09:55,NIFTY27JAN2625900CE,CE,25900,2026-01-16,pre27_cross_only,0.0,,0.09509864748962418,0.09509864748962418
458,16-01-2026 09:55,NIFTY27JAN2626000CE,CE,26000,2026-01-16,pre27_cross_only,0.0,,0.09395460404683023,0.09395460404683023
458,16-01-2026 09:55,NIFTY27JAN2626400CE,CE,26400,2026-01-16,pre27_cross_only,0.0,,0.09822106846451023,0.09822106846451023
458,16-01-2026 09:55,NIFTY27JAN2626500CE,CE,26500,2026-01-16,pre27_cross_only,0.0,,0.09963353632363478,0.09963353632363478
458,16-01-2026 09:55,NIFTY27JAN2623800PE,PE,23800,2026-01-16,pre27_cross_only,0.0,,0.2001621937112968,0.2001621937112968
458,16-01-2026 09:55,NIFTY27JAN2624000PE,PE,24000,2026-01-16,pre27_cross_only,0.0,,0.18657955104070692,0.18657955104070692
458,16-01-2026 09:55,NIFTY27JAN2624200PE,PE,24200,2026-01-16,pre27_cross_only,0.0,,0.1716460433985625,0.1716460433985625
458,16-01-2026 09:55,NIFTY27JAN2624500PE,PE,24500,2026-01-16,pre27_cross_only,0.0,,0.15017370044557982,0.15017370044557982
458,16-01-2026 09:55,NIFTY27JAN2624900PE,PE,24900,2026-01-16,pre27_cross_only,0.0,,0.12360840199002081,0.12360840199002081
458,16-01-2026 09:55,NIFTY27JAN2625000PE,PE,25000,2026-01-16,pre27_cross_only,0.0,,0.11577271246334346,0.11577271246334346
459,16-01-2026 10:00,NIFTY27JAN2625400CE,CE,25400,2026-01-16,pre27_cross_only,0.0,,0.1317557242368012,0.1317557242368012
459,16-01-2026 10:00,NIFTY27JAN2625900CE,CE,25900,2026-01-16,pre27_cross_only,0.0,,0.10428929413003225,0.10428929413003225
459,16-01-2026 10:00,NIFTY27JAN2626000CE,CE,26000,2026-01-16,pre27_cross_only,0.0,,0.10070230690461503,0.10070230690461503
459,16-01-2026 10:00,NIFTY27JAN2626400CE,CE,26400,2026-01-16,pre27_cross_only,0.0,,0.09797653841326656,0.09797653841326656
459,16-01-2026 10:00,NIFTY27JAN2626500CE,CE,26500,2026-01-16,pre27_cross_only,0.0,,0.09888792838798854,0.09888792838798854
459,16-01-2026 10:00,NIFTY27JAN2624000PE,PE,24000,2026-01-16,pre27_cross_only,0.0,,0.18575362641732943,0.18575362641732943
460,16-01-2026 10:05,NIFTY27JAN2625700CE,CE,25700,2026-01-16,pre27_cross_only,0.0,,0.10874516129033296,0.10874516129033296
460,16-01-2026 10:05,NIFTY27JAN2626400CE,CE,26400,2026-01-16,pre27_cross_only,0.0,,0.10231604691654894,0.10231604691654894
460,16-01-2026 10:05,NIFTY27JAN2626500CE,CE,26500,2026-01-16,pre27_cross_only,0.0,,0.10516099902580578,0.10516099902580578
460,16-01-2026 10:05,NIFTY27JAN2624000PE,PE,24000,2026-01-16,pre27_cross_only,0.0,,0.18698503469375158,0.18698503469375158
460,16-01-2026 10:05,NIFTY27JAN2624100PE,PE,24100,2026-01-16,pre27_cross_only,0.0,,0.17877964929700071,0.17877964929700071
460,16-01-2026 10:05,NIFTY27JAN2624400PE,PE,24400,2026-01-16,pre27_cross_only,0.0,,0.1577882624332435,0.1577882624332435
460,16-01-2026 10:05,NIFTY27JAN2625100PE,PE,25100,2026-01-16,pre27_cross_only,0.0,,0.10902298783072153,0.10902298783072153
461,16-01-2026 10:10,NIFTY27JAN2625300CE,CE,25300,2026-01-16,pre27_cross_only,0.0,,0.14060916522311118,0.14060916522311118
461,16-01-2026 10:10,NIFTY27JAN2625600CE,CE,25600,2026-01-16,pre27_cross_only,0.0,,0.11790240818325515,0.11790240818325515
461,16-01-2026 10:10,NIFTY27JAN2626100CE,CE,26100,2026-01-16,pre27_cross_only,0.0,,0.10085629167839727,0.10085629167839727
461,16-01-2026 10:10,NIFTY27JAN2626400CE,CE,26400,2026-01-16,pre27_cross_only,0.0,,0.10310770891241106,0.10310770891241106
461,16-01-2026 10:10,NIFTY27JAN2623900PE,PE,23900,2026-01-16,pre27_cross_only,0.0,,0.195742273559068,0.195742273559068
461,16-01-2026 10:10,NIFTY27JAN2624800PE,PE,24800,2026-01-16,pre27_cross_only,0.0,,0.1309994806946529,0.1309994806946529
462,16-01-2026 10:15,NIFTY27JAN2625300CE,CE,25300,2026-01-16,pre27_cross_only,0.0,,0.1592452018106556,0.1592452018106556
462,16-01-2026 10:15,NIFTY27JAN2623800PE,PE,23800,2026-01-16,pre27_cross_only,0.0,,0.2069991658087116,0.2069991658087116
462,16-01-2026 10:15,NIFTY27JAN2624400PE,PE,24400,2026-01-16,pre27_cross_only,0.0,,0.16430929876719108,0.16430929876719108
462,16-01-2026 10:15,NIFTY27JAN2624500PE,PE,24500,2026-01-16,pre27_cross_only,0.0,,0.15622448776548606,0.15622448776548606
463,16-01-2026 10:20,NIFTY27JAN2625700CE,CE,25700,2026-01-16,pre27_cross_only,0.0,,0.11864942649885535,0.11864942649885535
463,16-01-2026 10:20,NIFTY27JAN2625900CE,CE,25900,2026-01-16,pre27_cross_only,0.0,,0.10982035498178533,0.10982035498178533
463,16-01-2026 10:20,NIFTY27JAN2626400CE,CE,26400,2026-01-16,pre27_cross_only,0.0,,0.10464781803818113,0.10464781803818113
463,16-01-2026 10:20,NIFTY27JAN2623800PE,PE,23800,2026-01-16,pre27_cross_only,0.0,,0.21061662258103733,0.21061662258103733
463,16-01-2026 10:20,NIFTY27JAN2624300PE,PE,24300,2026-01-16,pre27_cross_only,0.0,,0.1757334095300372,0.1757334095300372
463,16-01-2026 10:20,NIFTY27JAN2624500PE,PE,24500,2026-01-16,pre27_cross_only,0.0,,0.1610210032172657,0.1610210032172657
463,16-01-2026 10:20,NIFTY27JAN2624800PE,PE,24800,2026-01-16,pre27_cross_only,0.0,,0.1393201615656805,0.1393201615656805
464,16-01-2026 10:25,NIFTY27JAN2625400CE,CE,25400,2026-01-16,pre27_cross_only,0.0,,0.14009580431063995,0.14009580431063995
464,16-01-2026 10:25,NIFTY27JAN2626000CE,CE,26000,2026-01-16,pre27_cross_only,0.0,,0.10427563276976315,0.10427563276976315
464,16-01-2026 10:25,NIFTY27JAN2624000PE,PE,24000,2026-01-16,pre27_cross_only,0.0,,0.19796301287320797,0.19796301287320797
464,16-01-2026 10:25,NIFTY27JAN2624200PE,PE,24200,2026-01-16,pre27_cross_only,0.0,,0.18355182017212068,0.18355182017212068
464,16-01-2026 10:25,NIFTY27JAN2624300PE,PE,24300,2026-01-16,pre27_cross_only,0.0,,0.17623159877004368,0.17623159877004368
464,16-01-2026 10:25,NIFTY27JAN2624600PE,PE,24600,2026-01-16,pre27_cross_only,0.0,,0.15463646638214829,0.15463646638214829
465,16-01-2026 10:30,NIFTY27JAN2625500CE,CE,25500,2026-01-16,pre27_cross_only,0.0,,0.12478676359039298,0.12478676359039298
465,16-01-2026 10:30,NIFTY27JAN2624200PE,PE,24200,2026-01-16,pre27_cross_only,0.0,,0.18381940820973505,0.18381940820973505
465,16-01-2026 10:30,NIFTY27JAN2624400PE,PE,24400,2026-01-16,pre27_cross_only,0.0,,0.16914269303911522,0.16914269303911522
465,16-01-2026 10:30,NIFTY27JAN2624800PE,PE,24800,2026-01-16,pre27_cross_only,0.0,,0.14085930614580577,0.14085930614580577
466,16-01-2026 10:35,NIFTY27JAN2625200CE,CE,25200,2026-01-16,pre27_cross_only,0.0,,0.1342379718287183,0.1342379718287183
466,16-01-2026 10:35,NIFTY27JAN2625600CE,CE,25600,2026-01-16,pre27_cross_only,0.0,,0.11906930884514111,0.11906930884514111
466,16-01-2026 10:35,NIFTY27JAN2626300CE,CE,26300,2026-01-16,pre27_cross_only,0.0,,0.10009824624801666,0.10009824624801666
466,16-01-2026 10:35,NIFTY27JAN2626400CE,CE,26400,2026-01-16,pre27_cross_only,0.0,,0.10086834099890396,0.10086834099890396
466,16-01-2026 10:35,NIFTY27JAN2624000PE,PE,24000,2026-01-16,pre27_cross_only,0.0,,0.19887526684162057,0.19887526684162057
